Country Name,Year,Value,Disaggregation
Iceland,2003,87.385,"Intermediate, male"
Iceland,2002,89.827,"Intermediate, male"
Iceland,2001,89.631,"Intermediate, male"
Iceland,2000,88.709,"Intermediate, male"
Iceland,1999,89.916,"Intermediate, male"
India,2023,65.655,"Intermediate, male"
India,2022,64.607,"Intermediate, male"
India,2021,63.268,"Intermediate, male"
India,2020,61.283,"Intermediate, male"
India,2019,62.236,"Intermediate, male"
India,2018,60.355,"Intermediate, male"
India,2012,63.668,"Intermediate, male"
India,2010,64.264,"Intermediate, male"
India,2005,71.682,"Intermediate, male"
India,2000,69.29,"Intermediate, male"
India,1994,66.291,"Intermediate, male"
Indonesia,2023,85.768,"Intermediate, male"
Indonesia,2022,84.244,"Intermediate, male"
Indonesia,2021,82.191,"Intermediate, male"
Indonesia,2020,84.946,"Intermediate, male"
Indonesia,2019,85.94,"Intermediate, male"
Indonesia,2018,86.681,"Intermediate, male"
Indonesia,2017,85.515,"Intermediate, male"
Indonesia,2016,85.957,"Intermediate, male"
Indonesia,2015,86.117,"Intermediate, male"
Indonesia,2014,86.525,"Intermediate, male"
Indonesia,2013,86.689,"Intermediate, male"
Indonesia,2012,86.603,"Intermediate, male"
Indonesia,2011,86.647,"Intermediate, male"
Indonesia,2010,85.884,"Intermediate, male"
Indonesia,2009,85.185,"Intermediate, male"
Indonesia,2008,86.284,"Intermediate, male"
Indonesia,2007,82.513,"Intermediate, male"
Indonesia,2006,84.816,"Intermediate, male"
Indonesia,2005,85.065,"Intermediate, male"
Indonesia,2004,82.539,"Intermediate, male"
Indonesia,2003,81.144,"Intermediate, male"
Indonesia,2002,85.894,"Intermediate, male"
Indonesia,2001,81.944,"Intermediate, male"
Indonesia,2000,86.54,"Intermediate, male"
Indonesia,1999,84.49,"Intermediate, male"
Indonesia,1998,84.023,"Intermediate, male"
Indonesia,1997,84.459,"Intermediate, male"
Indonesia,1996,84.726,"Intermediate, male"
Indonesia,1994,83.232,"Intermediate, male"
Indonesia,1993,80.534,"Intermediate, male"
Indonesia,1992,80.911,"Intermediate, male"
Indonesia,1991,80.848,"Intermediate, male"
Indonesia,1990,80.291,"Intermediate, male"
"Iran, Islamic Rep.",2022,64.141,"Intermediate, male"
"Iran, Islamic Rep.",2021,64.434,"Intermediate, male"
"Iran, Islamic Rep.",2020,64.833,"Intermediate, male"
"Iran, Islamic Rep.",2019,67.087,"Intermediate, male"
"Iran, Islamic Rep.",2018,67.545,"Intermediate, male"
"Iran, Islamic Rep.",2016,66.286,"Intermediate, male"
"Iran, Islamic Rep.",2015,64.785,"Intermediate, male"
"Iran, Islamic Rep.",2014,64.062,"Intermediate, male"
"Iran, Islamic Rep.",2013,62.975,"Intermediate, male"
"Iran, Islamic Rep.",2012,60.232,"Intermediate, male"
"Iran, Islamic Rep.",2011,59.06,"Intermediate, male"
"Iran, Islamic Rep.",2010,59.487,"Intermediate, male"
"Iran, Islamic Rep.",2009,59.25,"Intermediate, male"
"Iran, Islamic Rep.",2008,57.119,"Intermediate, male"
"Iran, Islamic Rep.",2007,58.476,"Intermediate, male"
"Iran, Islamic Rep.",2006,58.757,"Intermediate, male"
"Iran, Islamic Rep.",2005,59.75,"Intermediate, male"
Iraq,2021,52.842,"Intermediate, male"
Iraq,2012,81.234,"Intermediate, male"
Iraq,2007,86.76,"Intermediate, male"
Ireland,2023,76.163,"Intermediate, male"
Ireland,2022,74.105,"Intermediate, male"
Ireland,2021,73.955,"Intermediate, male"
Ireland,2020,72.634,"Intermediate, male"
Ireland,2019,76.078,"Intermediate, male"
Ireland,2018,75.934,"Intermediate, male"
Ireland,2017,75.304,"Intermediate, male"
Ireland,2016,76.321,"Intermediate, male"
Ireland,2015,76.299,"Intermediate, male"
Ireland,2014,76.344,"Intermediate, male"
Ireland,2013,76.935,"Intermediate, male"
Ireland,2012,77.772,"Intermediate, male"
Ireland,2011,77.47,"Intermediate, male"
Ireland,2010,78.875,"Intermediate, male"
Ireland,2009,82.236,"Intermediate, male"
Ireland,2008,85.516,"Intermediate, male"
Ireland,2007,86.675,"Intermediate, male"
Ireland,2006,83.522,"Intermediate, male"
Ireland,2005,81.466,"Intermediate, male"
Ireland,2004,81.359,"Intermediate, male"
Ireland,2003,80.981,"Intermediate, male"
Ireland,2002,81.967,"Intermediate, male"
Ireland,2001,85.841,"Intermediate, male"
Ireland,2000,85.284,"Intermediate, male"
Ireland,1999,85.361,"Intermediate, male"
Ireland,1997,76.869,"Intermediate, male"
Ireland,1996,76.21,"Intermediate, male"
Ireland,1995,78.39,"Intermediate, male"
Ireland,1994,77.838,"Intermediate, male"
Ireland,1993,76.772,"Intermediate, male"
Ireland,1992,76.6,"Intermediate, male"
Israel,2023,72.87,"Intermediate, male"
Israel,2022,72.346,"Intermediate, male"
Israel,2021,71.187,"Intermediate, male"
Israel,2020,71.89,"Intermediate, male"
Israel,2019,74.12,"Intermediate, male"
Israel,2018,75.004,"Intermediate, male"
Israel,2017,76.144,"Intermediate, male"
Israel,2016,76.373,"Intermediate, male"
Israel,2015,77.07,"Intermediate, male"
Israel,2014,77.07,"Intermediate, male"
Israel,2013,77.165,"Intermediate, male"
Israel,2012,77.476,"Intermediate, male"
Israel,2011,63.41,"Intermediate, male"
Israel,2010,62.78,"Intermediate, male"
Israel,2009,63.1,"Intermediate, male"
Italy,2023,70.425,"Intermediate, male"
Italy,2022,70.194,"Intermediate, male"
Italy,2021,69.522,"Intermediate, male"
Italy,2020,69.112,"Intermediate, male"
Italy,2019,71.068,"Intermediate, male"
Italy,2018,71.452,"Intermediate, male"
Italy,2017,71.716,"Intermediate, male"
Italy,2016,72.192,"Intermediate, male"
Italy,2015,72.258,"Intermediate, male"
Italy,2014,71.922,"Intermediate, male"
Italy,2013,71.925,"Intermediate, male"
Italy,2012,72.75,"Intermediate, male"
Italy,2011,72.71,"Intermediate, male"
Italy,2010,73.612,"Intermediate, male"
Italy,2009,74.289,"Intermediate, male"
Italy,2008,74.969,"Intermediate, male"
Italy,2007,75.167,"Intermediate, male"
Italy,2006,75.476,"Intermediate, male"
Italy,2005,75.246,"Intermediate, male"
Italy,2004,76.385,"Intermediate, male"
Italy,2003,75.216,"Intermediate, male"
Italy,2002,75.537,"Intermediate, male"
Italy,2001,75.756,"Intermediate, male"
Italy,2000,75.856,"Intermediate, male"
Italy,1999,75.141,"Intermediate, male"
Italy,1998,75.547,"Intermediate, male"
Italy,1997,74.462,"Intermediate, male"
Italy,1996,74.543,"Intermediate, male"
Italy,1995,74.253,"Intermediate, male"
Italy,1994,75.096,"Intermediate, male"
Italy,1993,75.807,"Intermediate, male"
Italy,1992,74.963,"Intermediate, male"
Jamaica,2023,74.557,"Intermediate, male"
Jamaica,2022,72.925,"Intermediate, male"
Jamaica,2021,71.585,"Intermediate, male"
Jamaica,2020,74.311,"Intermediate, male"
Jamaica,2019,72.074,"Intermediate, male"
Jamaica,2018,70.425,"Intermediate, male"
Jamaica,2017,71.085,"Intermediate, male"
Jamaica,2016,70.843,"Intermediate, male"
Jamaica,2014,68.63,"Intermediate, male"
Jamaica,2013,68.212,"Intermediate, male"
Jamaica,2012,68.312,"Intermediate, male"
Jamaica,2011,68.968,"Intermediate, male"
Jamaica,2010,68.235,"Intermediate, male"
Jamaica,2009,70.276,"Intermediate, male"
Jamaica,2008,73.167,"Intermediate, male"
Japan,2020,68.11,"Intermediate, male"
Japan,2019,68.27,"Intermediate, male"
Japan,2018,68.24,"Intermediate, male"
Japan,2017,67.18,"Intermediate, male"
Japan,2016,67.07,"Intermediate, male"
Japan,2015,67.17,"Intermediate, male"
Japan,2013,67.59,"Intermediate, male"
Japan,2012,68.4,"Intermediate, male"
Jordan,2022,61.581,"Intermediate, male"
Jordan,2021,60.047,"Intermediate, male"
Jordan,2020,62.322,"Intermediate, male"
Jordan,2019,63.106,"Intermediate, male"
Jordan,2018,58.613,"Intermediate, male"
Jordan,2017,59.848,"Intermediate, male"
Kenya,2021,72.794,"Intermediate, male"
Kenya,2019,79.945,"Intermediate, male"
Kenya,2016,74.992,"Intermediate, male"
Kenya,2005,83.571,"Intermediate, male"
Kenya,1999,78.332,"Intermediate, male"
Kiribati,2020,59.505,"Intermediate, male"
Kiribati,2019,46.449,"Intermediate, male"
Kiribati,2015,55.417,"Intermediate, male"
"Korea, Rep.",2023,70.808,"Intermediate, male"
"Korea, Rep.",2022,71.318,"Intermediate, male"
"Korea, Rep.",2021,69.888,"Intermediate, male"
"Korea, Rep.",2020,70.585,"Intermediate, male"
"Korea, Rep.",2019,71.693,"Intermediate, male"
"Korea, Rep.",2018,71.801,"Intermediate, male"
"Korea, Rep.",2017,72.025,"Intermediate, male"
"Korea, Rep.",2016,71.807,"Intermediate, male"
"Korea, Rep.",2015,72.137,"Intermediate, male"
"Korea, Rep.",2014,72.41,"Intermediate, male"
"Korea, Rep.",2013,71.325,"Intermediate, male"
"Korea, Rep.",2012,70.971,"Intermediate, male"
"Korea, Rep.",2011,70.984,"Intermediate, male"
"Korea, Rep.",2010,71.278,"Intermediate, male"
"Korea, Rep.",2009,71.861,"Intermediate, male"
"Korea, Rep.",2008,73.304,"Intermediate, male"
"Korea, Rep.",2007,74.675,"Intermediate, male"
"Korea, Rep.",2006,75.239,"Intermediate, male"
"Korea, Rep.",2005,75.541,"Intermediate, male"
"Korea, Rep.",2004,75.888,"Intermediate, male"
"Korea, Rep.",2003,76.107,"Intermediate, male"
"Korea, Rep.",2002,77.527,"Intermediate, male"
"Korea, Rep.",2001,76.328,"Intermediate, male"
"Korea, Rep.",2000,75.871,"Intermediate, male"
Kosovo,2022,53.96,"Intermediate, male"
Kosovo,2021,54.992,"Intermediate, male"
Kosovo,2020,54.859,"Intermediate, male"
Kosovo,2019,59.743,"Intermediate, male"
Kosovo,2018,66.987,"Intermediate, male"
Kosovo,2017,67.656,"Intermediate, male"
Kosovo,2016,60.625,"Intermediate, male"
Kosovo,2015,59.167,"Intermediate, male"
Kosovo,2014,65.324,"Intermediate, male"
Kosovo,2013,64.603,"Intermediate, male"
Kosovo,2012,61.492,"Intermediate, male"
Kosovo,2000,72.017,"Intermediate, male"
Kuwait,2016,66.84,"Intermediate, male"
Kyrgyz Republic,2018,80.06,"Intermediate, male"
Kyrgyz Republic,2017,79.15,"Intermediate, male"
Kyrgyz Republic,2016,80.3,"Intermediate, male"
Kyrgyz Republic,2015,80.39,"Intermediate, male"
Kyrgyz Republic,2014,80.22,"Intermediate, male"
Kyrgyz Republic,2013,82.23,"Intermediate, male"
Kyrgyz Republic,2012,83.73,"Intermediate, male"
Kyrgyz Republic,2011,84.43,"Intermediate, male"
Lao PDR,2022,69.064,"Intermediate, male"
Lao PDR,2017,61.352,"Intermediate, male"
Lao PDR,2010,95.682,"Intermediate, male"
Latvia,2023,71.514,"Intermediate, male"
Latvia,2022,71.201,"Intermediate, male"
Latvia,2021,71.343,"Intermediate, male"
Latvia,2020,77.293,"Intermediate, male"
Latvia,2019,74.591,"Intermediate, male"
Latvia,2018,77.529,"Intermediate, male"
Latvia,2017,77.204,"Intermediate, male"
Latvia,2016,75.388,"Intermediate, male"
Latvia,2015,76.05,"Intermediate, male"
Latvia,2014,75.655,"Intermediate, male"
Latvia,2013,74.36,"Intermediate, male"
Latvia,2012,75.445,"Intermediate, male"
Latvia,2011,75.819,"Intermediate, male"
Latvia,2010,75.377,"Intermediate, male"
Latvia,2009,78.527,"Intermediate, male"
Latvia,2008,82.071,"Intermediate, male"
Latvia,2007,82.041,"Intermediate, male"
Latvia,2006,80.017,"Intermediate, male"
Latvia,2005,78.67,"Intermediate, male"
Latvia,2004,79.106,"Intermediate, male"
Latvia,2003,78.957,"Intermediate, male"
Latvia,2002,79.8,"Intermediate, male"
Latvia,2001,76.237,"Intermediate, male"
Latvia,2000,76.803,"Intermediate, male"
Latvia,1999,78.723,"Intermediate, male"
Latvia,1998,78.01,"Intermediate, male"
Lebanon,2019,63.612,"Intermediate, male"
Lesotho,2019,87.06,"Intermediate, male"
Liberia,2017,61.796,"Intermediate, male"
Liberia,2016,92.622,"Intermediate, male"
Liberia,2014,90.179,"Intermediate, male"
Liberia,2010,74.706,"Intermediate, male"
Lithuania,2023,68.404,"Intermediate, male"
Lithuania,2022,67.614,"Intermediate, male"
Lithuania,2021,68.076,"Intermediate, male"
Lithuania,2020,70.312,"Intermediate, male"
Lithuania,2019,69.172,"Intermediate, male"
Lithuania,2018,70.422,"Intermediate, male"
Lithuania,2017,70.309,"Intermediate, male"
Lithuania,2016,70.568,"Intermediate, male"
Lithuania,2015,70.157,"Intermediate, male"
Lithuania,2014,70.987,"Intermediate, male"
Lithuania,2013,71.021,"Intermediate, male"
Lithuania,2012,71.939,"Intermediate, male"
Lithuania,2011,72.281,"Intermediate, male"
Lithuania,2010,71.858,"Intermediate, male"
Lithuania,2009,72.84,"Intermediate, male"
Lithuania,2008,73.745,"Intermediate, male"
Lithuania,2007,73.44,"Intermediate, male"
Lithuania,2006,74.249,"Intermediate, male"
Lithuania,2005,75.244,"Intermediate, male"
Lithuania,2004,76.485,"Intermediate, male"
Lithuania,2003,79.976,"Intermediate, male"
Lithuania,2002,81.713,"Intermediate, male"
Lithuania,2001,80.543,"Intermediate, male"
Lithuania,2000,78.611,"Intermediate, male"
Lithuania,1999,80.222,"Intermediate, male"
Lithuania,1998,81.151,"Intermediate, male"
Luxembourg,2023,61.011,"Intermediate, male"
Luxembourg,2022,59.469,"Intermediate, male"
Luxembourg,2021,61.469,"Intermediate, male"
Luxembourg,2020,61.11,"Intermediate, male"
Luxembourg,2019,62.269,"Intermediate, male"
Luxembourg,2018,62.474,"Intermediate, male"
Luxembourg,2017,62.688,"Intermediate, male"
Luxembourg,2016,66.804,"Intermediate, male"
Luxembourg,2015,64.42,"Intermediate, male"
Luxembourg,2014,64.015,"Intermediate, male"
Luxembourg,2013,64.781,"Intermediate, male"
Luxembourg,2012,64.339,"Intermediate, male"
Luxembourg,2011,63.193,"Intermediate, male"
Luxembourg,2010,66.19,"Intermediate, male"
Luxembourg,2009,66.094,"Intermediate, male"
Luxembourg,2008,66.167,"Intermediate, male"
Luxembourg,2007,62.324,"Intermediate, male"
Luxembourg,2006,63.803,"Intermediate, male"
Luxembourg,2005,68.005,"Intermediate, male"
Luxembourg,2004,67.434,"Intermediate, male"
Luxembourg,2003,71.705,"Intermediate, male"
Luxembourg,2002,71.787,"Intermediate, male"
Luxembourg,2001,71.336,"Intermediate, male"
Luxembourg,2000,68.246,"Intermediate, male"
Luxembourg,1999,69.857,"Intermediate, male"
Luxembourg,1997,68.632,"Intermediate, male"
Luxembourg,1996,70.518,"Intermediate, male"
Luxembourg,1995,70.142,"Intermediate, male"
Luxembourg,1994,72.505,"Intermediate, male"
Luxembourg,1993,81.232,"Intermediate, male"
Luxembourg,1992,73.649,"Intermediate, male"
"Macao SAR, China",2016,78.5,"Intermediate, male"
"Macao SAR, China",2015,79.55,"Intermediate, male"
"Macao SAR, China",2014,43.28,"Intermediate, male"
"Macao SAR, China",2013,78.17,"Intermediate, male"
"Macao SAR, China",2012,80.54,"Intermediate, male"
"Macao SAR, China",2011,80.36,"Intermediate, male"
"Macao SAR, China",2010,79.83,"Intermediate, male"
"Macao SAR, China",2009,80.3,"Intermediate, male"
Madagascar,2015,78.178,"Intermediate, male"
Madagascar,2012,88.261,"Intermediate, male"
Madagascar,2001,73.257,"Intermediate, male"
Malawi,2020,75.026,"Intermediate, male"
Malawi,2017,73.895,"Intermediate, male"
Malawi,2013,84.602,"Intermediate, male"
Malawi,2011,78.935,"Intermediate, male"
Malawi,2005,80.46,"Intermediate, male"
Malaysia,2022,80.83,"Intermediate, male"
Malaysia,2021,83.17,"Intermediate, male"
Malaysia,2020,80.28,"Intermediate, male"
Malaysia,2019,81.41,"Intermediate, male"
Malaysia,2018,80.9,"Intermediate, male"
Malaysia,2017,79.99,"Intermediate, male"
Malaysia,2016,79.41,"Intermediate, male"
Malaysia,2015,79.52,"Intermediate, male"
Malaysia,2014,80.07,"Intermediate, male"
Malaysia,2013,80.14,"Intermediate, male"
Malaysia,2012,79.5,"Intermediate, male"
Malaysia,2011,78.46,"Intermediate, male"
Malaysia,2000,66.487,"Intermediate, male"
Malaysia,1991,69.329,"Intermediate, male"
Malaysia,1980,60.265,"Intermediate, male"
Malaysia,1970,50.928,"Intermediate, male"
Maldives,2019,88.266,"Intermediate, male"
Maldives,2016,89.551,"Intermediate, male"
Maldives,2014,94.225,"Intermediate, male"
Maldives,2009,63.261,"Intermediate, male"
Mali,2022,74.602,"Intermediate, male"
Mali,2020,87.747,"Intermediate, male"
Mali,2019,80.681,"Intermediate, male"
Mali,2018,66.896,"Intermediate, male"
Mali,2017,69.949,"Intermediate, male"
Mali,2016,71.708,"Intermediate, male"
Mali,2015,65.884,"Intermediate, male"
Mali,2014,67.504,"Intermediate, male"
Mali,2013,52.005,"Intermediate, male"
Malta,2023,80.491,"Intermediate, male"
Malta,2022,82.021,"Intermediate, male"
Malta,2021,79.001,"Intermediate, male"
Malta,2020,78.426,"Intermediate, male"
Malta,2019,78.999,"Intermediate, male"
Malta,2018,76.927,"Intermediate, male"
Malta,2017,77.155,"Intermediate, male"
Malta,2016,76.516,"Intermediate, male"
Malta,2015,74.562,"Intermediate, male"
Malta,2014,74.781,"Intermediate, male"
Malta,2013,74.304,"Intermediate, male"
Malta,2012,73.162,"Intermediate, male"
Malta,2011,73.303,"Intermediate, male"
Malta,2010,71.705,"Intermediate, male"
Malta,2009,69.909,"Intermediate, male"
Malta,2008,68.479,"Intermediate, male"
Malta,2007,73.155,"Intermediate, male"
Malta,2006,73.226,"Intermediate, male"
Malta,2005,74.777,"Intermediate, male"
Malta,2004,77.778,"Intermediate, male"
Malta,2003,81.604,"Intermediate, male"
Malta,2002,76.571,"Intermediate, male"
Malta,2001,79.144,"Intermediate, male"
Malta,2000,79.399,"Intermediate, male"
Marshall Islands,2021,69.569,"Intermediate, male"
Marshall Islands,2019,62.869,"Intermediate, male"
Mauritania,2019,58.823,"Intermediate, male"
Mauritania,2017,59.448,"Intermediate, male"
Mauritania,2012,47.986,"Intermediate, male"
Mauritius,2023,72.93,"Intermediate, male"
Mauritius,2022,72.427,"Intermediate, male"
Mauritius,2021,67.838,"Intermediate, male"
Mauritius,2020,85.7,"Intermediate, male"
Mauritius,2019,80.688,"Intermediate, male"
Mauritius,2018,74.626,"Intermediate, male"
Mauritius,2017,75.645,"Intermediate, male"
Mauritius,2016,75.301,"Intermediate, male"
Mauritius,2015,75.711,"Intermediate, male"
Mauritius,2014,76.643,"Intermediate, male"
Mauritius,2013,76.684,"Intermediate, male"
Mauritius,2012,75.783,"Intermediate, male"
Mauritius,2010,76.718,"Intermediate, male"
Mauritius,2009,77.009,"Intermediate, male"
Mauritius,2008,77.805,"Intermediate, male"
Mauritius,2007,78.406,"Intermediate, male"
Mauritius,2006,78.881,"Intermediate, male"
Mauritius,2005,79.835,"Intermediate, male"
Mauritius,2004,80.964,"Intermediate, male"
Mauritius,2003,81.612,"Intermediate, male"
Mauritius,2002,81.506,"Intermediate, male"
Mauritius,2001,82.284,"Intermediate, male"
Mexico,2023,78.644,"Intermediate, male"
Mexico,2022,78.56,"Intermediate, male"
Mexico,2021,77.458,"Intermediate, male"
Mexico,2020,74.063,"Intermediate, male"
Mexico,2019,79.718,"Intermediate, male"
Mexico,2018,79.222,"Intermediate, male"
Mexico,2017,79.069,"Intermediate, male"
Mexico,2016,79.534,"Intermediate, male"
Mexico,2015,79.108,"Intermediate, male"
Mexico,2014,79.486,"Intermediate, male"
Mexico,2013,79.593,"Intermediate, male"
Mexico,2012,79.883,"Intermediate, male"
Mexico,2011,79.112,"Intermediate, male"
Mexico,2010,79.085,"Intermediate, male"
Mexico,2009,78.82,"Intermediate, male"
Mexico,2008,79.904,"Intermediate, male"
Mexico,2007,80.625,"Intermediate, male"
Mexico,2006,80.891,"Intermediate, male"
Mexico,2005,79.082,"Intermediate, male"
Mexico,2004,72.641,"Intermediate, male"
Mexico,2003,72.261,"Intermediate, male"
Mexico,2002,71.216,"Intermediate, male"
"Micronesia, Fed. Sts.",2014,81.197,"Intermediate, male"
Moldova,2023,74.26,"Intermediate, male"
Moldova,2022,76.001,"Intermediate, male"
Moldova,2021,76.851,"Intermediate, male"
Moldova,2020,73.847,"Intermediate, male"
Moldova,2019,73.394,"Intermediate, male"
Moldova,2018,69.556,"Intermediate, male"
Moldova,2017,71.27,"Intermediate, male"
Moldova,2016,73.071,"Intermediate, male"
Moldova,2015,72.407,"Intermediate, male"
Moldova,2014,70.624,"Intermediate, male"
Moldova,2013,64.713,"Intermediate, male"
Moldova,2012,65.185,"Intermediate, male"
Moldova,2011,66.139,"Intermediate, male"
Moldova,2010,65.16,"Intermediate, male"
Moldova,2009,63.626,"Intermediate, male"
Moldova,2008,62.142,"Intermediate, male"
Moldova,2007,61.076,"Intermediate, male"
Moldova,2006,61.475,"Intermediate, male"
Moldova,2005,58.934,"Intermediate, male"
Moldova,2004,60.476,"Intermediate, male"
Moldova,2003,63.695,"Intermediate, male"
Moldova,2002,66.233,"Intermediate, male"
Moldova,2001,68.978,"Intermediate, male"
Moldova,2000,71.388,"Intermediate, male"
Monaco,2016,56,"Intermediate, male"
Mongolia,2023,68.131,"Intermediate, male"
Mongolia,2022,69.846,"Intermediate, male"
Mongolia,2021,66.14,"Intermediate, male"
Mongolia,2020,70.109,"Intermediate, male"
Mongolia,2019,72.664,"Intermediate, male"
Mongolia,2018,68.245,"Intermediate, male"
Mongolia,2017,66.367,"Intermediate, male"
Mongolia,2016,65.737,"Intermediate, male"
Mongolia,2015,66.264,"Intermediate, male"
Mongolia,2014,66.1,"Intermediate, male"
Mongolia,2013,64.906,"Intermediate, male"
Mongolia,2012,62.648,"Intermediate, male"
Mongolia,2011,65.898,"Intermediate, male"
Mongolia,2010,63.55,"Intermediate, male"
Mongolia,2009,63.451,"Intermediate, male"
Mongolia,2008,62.144,"Intermediate, male"
Mongolia,2006,66.835,"Intermediate, male"
Mongolia,2003,63.982,"Intermediate, male"
Montenegro,2020,64.804,"Intermediate, male"
Montenegro,2019,69.894,"Intermediate, male"
Montenegro,2018,68.989,"Intermediate, male"
Montenegro,2017,66.44,"Intermediate, male"
Montenegro,2016,65.808,"Intermediate, male"
Montenegro,2015,65.357,"Intermediate, male"
Montenegro,2014,65.921,"Intermediate, male"
Montenegro,2013,62.315,"Intermediate, male"
Montenegro,2012,63.296,"Intermediate, male"
Montenegro,2011,61.794,"Intermediate, male"
Morocco,2022,65.93,"Intermediate, male"
Morocco,2014,66.034,"Intermediate, male"
Morocco,2012,60.15,"Intermediate, male"
Morocco,2011,61.04,"Intermediate, male"
Morocco,2004,70.756,"Intermediate, male"
Morocco,1994,66.003,"Intermediate, male"
Morocco,1982,50.44,"Intermediate, male"
Mozambique,2015,69.173,"Intermediate, male"
Myanmar,2020,87.586,"Intermediate, male"
Myanmar,2019,75.515,"Intermediate, male"
Myanmar,2018,57.589,"Intermediate, male"
Myanmar,2017,58.584,"Intermediate, male"
Myanmar,2015,77.858,"Intermediate, male"
Namibia,2018,63.908,"Intermediate, male"
Namibia,2016,81.653,"Intermediate, male"
Namibia,2014,64.762,"Intermediate, male"
Namibia,2013,49.672,"Intermediate, male"
Namibia,2012,57.659,"Intermediate, male"
Namibia,2010,68.251,"Intermediate, male"
Namibia,1994,63.339,"Intermediate, male"
Nauru,2021,86.605,"Intermediate, male"
Nauru,2013,88.146,"Intermediate, male"
Nepal,2017,53.675,"Intermediate, male"
Nepal,2008,81.947,"Intermediate, male"
Netherlands,2023,75.258,"Intermediate, male"
Netherlands,2022,73.963,"Intermediate, male"
Netherlands,2021,73.344,"Intermediate, male"
Netherlands,2020,71.805,"Intermediate, male"
Netherlands,2019,72.479,"Intermediate, male"
Netherlands,2018,72.812,"Intermediate, male"
Netherlands,2017,72.732,"Intermediate, male"
Netherlands,2016,72.353,"Intermediate, male"
Netherlands,2015,72.879,"Intermediate, male"
Netherlands,2014,73.658,"Intermediate, male"
Netherlands,2013,73.348,"Intermediate, male"
Netherlands,2012,75.03,"Intermediate, male"
Netherlands,2011,73.969,"Intermediate, male"
Netherlands,2010,74.764,"Intermediate, male"
Netherlands,2009,75.325,"Intermediate, male"
Netherlands,2008,76.03,"Intermediate, male"
Netherlands,2007,75.742,"Intermediate, male"
Netherlands,2006,74.841,"Intermediate, male"
Netherlands,2005,75.909,"Intermediate, male"
Netherlands,2004,76.03,"Intermediate, male"
Netherlands,2003,77.598,"Intermediate, male"
Netherlands,2002,78.711,"Intermediate, male"
Netherlands,2001,79.096,"Intermediate, male"
Netherlands,2000,78.012,"Intermediate, male"
Netherlands,1999,76.226,"Intermediate, male"
Netherlands,1998,76.441,"Intermediate, male"
Netherlands,1997,77.062,"Intermediate, male"
Netherlands,1996,75.588,"Intermediate, male"
New Caledonia,2022,76.335,"Intermediate, male"
New Caledonia,2014,75.82,"Intermediate, male"
New Zealand,2020,78.26,"Intermediate, male"
New Zealand,2019,78.59,"Intermediate, male"
New Zealand,2018,77.73,"Intermediate, male"
New Zealand,2017,78.08,"Intermediate, male"
New Zealand,2016,78.2,"Intermediate, male"
New Zealand,2015,78.43,"Intermediate, male"
New Zealand,2014,77.75,"Intermediate, male"
New Zealand,2013,60.35,"Intermediate, male"
Nicaragua,2014,82.701,"Intermediate, male"
Nicaragua,2012,86.778,"Intermediate, male"
Nicaragua,2005,80.322,"Intermediate, male"
Nicaragua,2001,70.955,"Intermediate, male"
Niger,2022,74.26,"Intermediate, male"
Niger,2019,78.34,"Intermediate, male"
Niger,2017,40.424,"Intermediate, male"
Niger,2014,41.774,"Intermediate, male"
Niger,2011,53.929,"Intermediate, male"
Nigeria,2022,87.089,"Intermediate, male"
Nigeria,2019,67.545,"Intermediate, male"
Nigeria,2016,65.832,"Intermediate, male"
North Macedonia,2023,66.926,"Intermediate, male"
North Macedonia,2022,70.755,"Intermediate, male"
North Macedonia,2021,71.958,"Intermediate, male"
North Macedonia,2020,71.192,"Intermediate, male"
North Macedonia,2019,72.954,"Intermediate, male"
North Macedonia,2018,74.228,"Intermediate, male"
North Macedonia,2017,75.317,"Intermediate, male"
North Macedonia,2016,75.613,"Intermediate, male"
North Macedonia,2015,75.785,"Intermediate, male"
North Macedonia,2014,75.292,"Intermediate, male"
North Macedonia,2013,75.294,"Intermediate, male"
North Macedonia,2012,75.64,"Intermediate, male"
North Macedonia,2011,74.325,"Intermediate, male"
North Macedonia,2010,74.406,"Intermediate, male"
North Macedonia,2009,77.057,"Intermediate, male"
North Macedonia,2008,77.14,"Intermediate, male"
North Macedonia,2007,74.868,"Intermediate, male"
North Macedonia,2006,74.248,"Intermediate, male"
North Macedonia,2005,73.031,"Intermediate, male"
Norway,2023,67.473,"Intermediate, male"
Norway,2022,68.895,"Intermediate, male"
Norway,2021,73.039,"Intermediate, male"
Norway,2020,74.808,"Intermediate, male"
Norway,2019,74.83,"Intermediate, male"
Norway,2018,75.239,"Intermediate, male"
Norway,2017,74.231,"Intermediate, male"
Norway,2016,74.7,"Intermediate, male"
Norway,2015,75.966,"Intermediate, male"
Norway,2014,75.905,"Intermediate, male"
Norway,2013,77.078,"Intermediate, male"
Norway,2012,77.345,"Intermediate, male"
Norway,2011,77.189,"Intermediate, male"
Norway,2010,78.334,"Intermediate, male"
Norway,2009,78.305,"Intermediate, male"
Norway,2008,80.733,"Intermediate, male"
Norway,2007,79.534,"Intermediate, male"
Norway,2006,79.552,"Intermediate, male"
Norway,2005,79.133,"Intermediate, male"
Norway,2004,78.676,"Intermediate, male"
Norway,2003,79.116,"Intermediate, male"
Norway,2002,80.797,"Intermediate, male"
Norway,2001,81.239,"Intermediate, male"
Norway,2000,81.793,"Intermediate, male"
